reference_date,horizon,location,output_type_id,term,coefficient,selected_alpha,training_sample_count
2026-04-19,1,SE-M,0.25,hubdemo-mean6,0,0.1,27
2026-04-19,1,SE-M,0.25,hubdemo-persistence,0,0.1,27
2026-04-19,1,SE-M,0.5,intercept,5.58321664525,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-damped4,0.201158910029,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-exptrend4,0.165829892991,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-linear4,0,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-mean3,0,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-mean6,0,0.1,27
2026-04-19,1,SE-M,0.5,hubdemo-persistence,0.18217444467,0.1,27
2026-04-19,1,SE-M,0.75,intercept,62.9535487701,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-damped4,0.258001771381,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-exptrend4,0.185979857611,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-linear4,0,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-mean3,0,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-mean6,0,0.1,27
2026-04-19,1,SE-M,0.75,hubdemo-persistence,0,0.1,27
2026-04-19,1,SE-M,0.9,intercept,190,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-damped4,0,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-exptrend4,0,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-linear4,0,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-mean3,0,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-mean6,0,0.1,27
2026-04-19,1,SE-M,0.9,hubdemo-persistence,0,0.1,27
2026-04-19,1,SE-M,0.975,intercept,62.1920930209,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-damped4,0,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-exptrend4,0.0181894814168,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-linear4,0,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-mean3,0,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-mean6,0,0.01,27
2026-04-19,1,SE-M,0.975,hubdemo-persistence,1.13537974429,0.01,27
2026-04-26,1,SE-M,0.025,intercept,4,1,28
2026-04-26,1,SE-M,0.025,hubdemo-damped4,0,1,28
2026-04-26,1,SE-M,0.025,hubdemo-exptrend4,0,1,28
2026-04-26,1,SE-M,0.025,hubdemo-linear4,0,1,28
2026-04-26,1,SE-M,0.025,hubdemo-mean3,0,1,28
2026-04-26,1,SE-M,0.025,hubdemo-mean6,0,1,28
2026-04-26,1,SE-M,0.025,hubdemo-persistence,0,1,28
2026-04-26,1,SE-M,0.1,intercept,4,1,28
2026-04-26,1,SE-M,0.1,hubdemo-damped4,0,1,28
2026-04-26,1,SE-M,0.1,hubdemo-exptrend4,0,1,28
2026-04-26,1,SE-M,0.1,hubdemo-linear4,0,1,28
2026-04-26,1,SE-M,0.1,hubdemo-mean3,0,1,28
2026-04-26,1,SE-M,0.1,hubdemo-mean6,0,1,28
2026-04-26,1,SE-M,0.1,hubdemo-persistence,0,1,28
2026-04-26,1,SE-M,0.25,intercept,5.08467218501,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-damped4,0,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-exptrend4,0.346138637559,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-linear4,0,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-mean3,0,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-mean6,0,0.1,28
2026-04-26,1,SE-M,0.25,hubdemo-persistence,0,0.1,28
2026-04-26,1,SE-M,0.5,intercept,5.38841476806,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-damped4,0.198876458471,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-exptrend4,0.166698224455,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-linear4,0,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-mean3,0,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-mean6,0,0.1,28
2026-04-26,1,SE-M,0.5,hubdemo-persistence,0.184458792134,0.1,28
2026-04-26,1,SE-M,0.75,intercept,62.0394565819,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-damped4,0.256453392792,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-exptrend4,0.190199174407,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-linear4,0,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-mean3,0,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-mean6,0,0.1,28
2026-04-26,1,SE-M,0.75,hubdemo-persistence,0,0.1,28
2026-04-26,1,SE-M,0.9,intercept,190,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-damped4,0,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-exptrend4,0,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-linear4,0,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-mean3,0,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-mean6,0,0.1,28
2026-04-26,1,SE-M,0.9,hubdemo-persistence,0,0.1,28
2026-04-26,1,SE-M,0.975,intercept,62.1920930209,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-damped4,0,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-exptrend4,0.0181894814168,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-linear4,0,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-mean3,0,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-mean6,0,0.01,28
2026-04-26,1,SE-M,0.975,hubdemo-persistence,1.13537974429,0.01,28
2026-05-03,1,SE-M,0.025,intercept,4,1,29
2026-05-03,1,SE-M,0.025,hubdemo-damped4,0,1,29
2026-05-03,1,SE-M,0.025,hubdemo-exptrend4,0,1,29
2026-05-03,1,SE-M,0.025,hubdemo-linear4,0,1,29
2026-05-03,1,SE-M,0.025,hubdemo-mean3,0,1,29
2026-05-03,1,SE-M,0.025,hubdemo-mean6,0,1,29
2026-05-03,1,SE-M,0.025,hubdemo-persistence,0,1,29
2026-05-03,1,SE-M,0.1,intercept,4,1,29
2026-05-03,1,SE-M,0.1,hubdemo-damped4,0,1,29
2026-05-03,1,SE-M,0.1,hubdemo-exptrend4,0,1,29
2026-05-03,1,SE-M,0.1,hubdemo-linear4,0,1,29
2026-05-03,1,SE-M,0.1,hubdemo-mean3,0,1,29
2026-05-03,1,SE-M,0.1,hubdemo-mean6,0,1,29
2026-05-03,1,SE-M,0.1,hubdemo-persistence,0,1,29
2026-05-03,1,SE-M,0.25,intercept,5.08467218501,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-damped4,0,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-exptrend4,0.346138637559,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-linear4,0,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-mean3,0,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-mean6,0,0.1,29
2026-05-03,1,SE-M,0.25,hubdemo-persistence,0,0.1,29
2026-05-03,1,SE-M,0.5,intercept,5.38841476806,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-damped4,0.198876458471,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-exptrend4,0.166698224455,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-linear4,0,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-mean3,0,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-mean6,0,0.1,29
2026-05-03,1,SE-M,0.5,hubdemo-persistence,0.184458792134,0.1,29
2026-05-03,1,SE-M,0.75,intercept,30.2180755711,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-damped4,0.395685478652,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-exptrend4,0.256631590929,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-linear4,0,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-mean3,0,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-mean6,0,0.1,29
2026-05-03,1,SE-M,0.75,hubdemo-persistence,0,0.1,29
2026-05-03,1,SE-M,0.9,intercept,190,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-damped4,0,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-exptrend4,0,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-linear4,0,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-mean3,0,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-mean6,0,0.1,29
2026-05-03,1,SE-M,0.9,hubdemo-persistence,0,0.1,29
2026-05-03,1,SE-M,0.975,intercept,62.1920930209,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-damped4,0,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-exptrend4,0.0181894814168,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-linear4,0,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-mean3,0,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-mean6,0,0.01,29
2026-05-03,1,SE-M,0.975,hubdemo-persistence,1.13537974429,0.01,29
2026-05-10,1,SE-M,0.025,intercept,2,1,30
2026-05-10,1,SE-M,0.025,hubdemo-damped4,0,1,30
2026-05-10,1,SE-M,0.025,hubdemo-exptrend4,0,1,30
2026-05-10,1,SE-M,0.025,hubdemo-linear4,0,1,30
2026-05-10,1,SE-M,0.025,hubdemo-mean3,0,1,30
2026-05-10,1,SE-M,0.025,hubdemo-mean6,0,1,30
2026-05-10,1,SE-M,0.025,hubdemo-persistence,0,1,30
2026-05-10,1,SE-M,0.1,intercept,4,1,30
2026-05-10,1,SE-M,0.1,hubdemo-damped4,0,1,30
2026-05-10,1,SE-M,0.1,hubdemo-exptrend4,0,1,30
2026-05-10,1,SE-M,0.1,hubdemo-linear4,0,1,30
2026-05-10,1,SE-M,0.1,hubdemo-mean3,0,1,30
2026-05-10,1,SE-M,0.1,hubdemo-mean6,0,1,30
2026-05-10,1,SE-M,0.1,hubdemo-persistence,0,1,30
2026-05-10,1,SE-M,0.25,intercept,4.73447283294,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-damped4,0,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-exptrend4,0.347141136819,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-linear4,0,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-mean3,0,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-mean6,0,0.1,30
2026-05-10,1,SE-M,0.25,hubdemo-persistence,0,0.1,30
2026-05-10,1,SE-M,0.5,intercept,5.38841476806,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-damped4,0.198876458471,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-exptrend4,0.166698224455,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-linear4,0,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-mean3,0,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-mean6,0,0.1,30
2026-05-10,1,SE-M,0.5,hubdemo-persistence,0.184458792134,0.1,30
2026-05-10,1,SE-M,0.75,intercept,30.2180755711,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-damped4,0.395685478652,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-exptrend4,0.256631590929,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-linear4,0,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-mean3,0,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-mean6,0,0.1,30
2026-05-10,1,SE-M,0.75,hubdemo-persistence,0,0.1,30
2026-05-10,1,SE-M,0.9,intercept,189,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-damped4,0,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-exptrend4,0,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-linear4,0,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-mean3,0,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-mean6,0,0.1,30
2026-05-10,1,SE-M,0.9,hubdemo-persistence,0,0.1,30
2026-05-10,1,SE-M,0.975,intercept,62.1920930209,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-damped4,0,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-exptrend4,0.0181894814168,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-linear4,0,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-mean3,0,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-mean6,0,0.01,30
2026-05-10,1,SE-M,0.975,hubdemo-persistence,1.13537974429,0.01,30
2026-05-17,1,SE-M,0.025,intercept,2,1,31
2026-05-17,1,SE-M,0.025,hubdemo-damped4,0,1,31
2026-05-17,1,SE-M,0.025,hubdemo-exptrend4,0,1,31
2026-05-17,1,SE-M,0.025,hubdemo-linear4,0,1,31
2026-05-17,1,SE-M,0.025,hubdemo-mean3,0,1,31
2026-05-17,1,SE-M,0.025,hubdemo-mean6,0,1,31
2026-05-17,1,SE-M,0.025,hubdemo-persistence,0,1,31
2026-05-17,1,SE-M,0.1,intercept,4,1,31
2026-05-17,1,SE-M,0.1,hubdemo-damped4,0,1,31
2026-05-17,1,SE-M,0.1,hubdemo-exptrend4,0,1,31
2026-05-17,1,SE-M,0.1,hubdemo-linear4,0,1,31
2026-05-17,1,SE-M,0.1,hubdemo-mean3,0,1,31
2026-05-17,1,SE-M,0.1,hubdemo-mean6,0,1,31
2026-05-17,1,SE-M,0.1,hubdemo-persistence,0,1,31
2026-05-17,1,SE-M,0.25,intercept,4.73447283294,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-damped4,0,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-exptrend4,0.347141136819,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-linear4,0,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-mean3,0,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-mean6,0,0.1,31
2026-05-17,1,SE-M,0.25,hubdemo-persistence,0,0.1,31
2026-05-17,1,SE-M,0.5,intercept,4.81295695449,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-damped4,0.172051251334,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-exptrend4,0.194995918806,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-linear4,0,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-mean3,0,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-mean6,0,0.1,31
2026-05-17,1,SE-M,0.5,hubdemo-persistence,0.176433018721,0.1,31
2026-05-17,1,SE-M,0.75,intercept,30.2180755711,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-damped4,0.395685478652,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-exptrend4,0.256631590929,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-linear4,0,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-mean3,0,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-mean6,0,0.1,31
2026-05-17,1,SE-M,0.75,hubdemo-persistence,0,0.1,31
2026-05-17,1,SE-M,0.9,intercept,49.0807620999,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-damped4,0,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-exptrend4,0,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-linear4,0,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-mean3,0,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-mean6,-0.418439355716,0.01,31
2026-05-17,1,SE-M,0.9,hubdemo-persistence,1.48776719538,0.01,31
2026-05-17,1,SE-M,0.975,intercept,62.1920930209,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-damped4,0,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-exptrend4,0.0181894814168,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-linear4,0,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-mean3,0,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-mean6,0,0.01,31
2026-05-17,1,SE-M,0.975,hubdemo-persistence,1.13537974429,0.01,31
2025-12-14,2,SE-M,0.025,intercept,4,1,8
2025-12-14,2,SE-M,0.025,hubdemo-damped4,0,1,8
2025-12-14,2,SE-M,0.025,hubdemo-exptrend4,0,1,8
2025-12-14,2,SE-M,0.025,hubdemo-linear4,0,1,8
2025-12-14,2,SE-M,0.025,hubdemo-mean3,0,1,8
2025-12-14,2,SE-M,0.025,hubdemo-mean6,0,1,8
2025-12-14,2,SE-M,0.025,hubdemo-persistence,0,1,8
2025-12-14,2,SE-M,0.1,intercept,4,1,8
2025-12-14,2,SE-M,0.1,hubdemo-damped4,0,1,8
2025-12-14,2,SE-M,0.1,hubdemo-exptrend4,0,1,8
2025-12-14,2,SE-M,0.1,hubdemo-linear4,0,1,8
2025-12-14,2,SE-M,0.1,hubdemo-mean3,0,1,8
2025-12-14,2,SE-M,0.1,hubdemo-mean6,0,1,8
2025-12-14,2,SE-M,0.1,hubdemo-persistence,0,1,8
2025-12-14,2,SE-M,0.25,intercept,1.1138389671,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-damped4,0,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-exptrend4,0.214188330264,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-linear4,0,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-mean3,0,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-mean6,1.78796396924,0.1,8
2025-12-14,2,SE-M,0.25,hubdemo-persistence,0,0.1,8
2025-12-14,2,SE-M,0.5,intercept,-3.21835064149,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-damped4,0,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-exptrend4,0.35100007516,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-linear4,0,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-mean3,0,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-mean6,5.68003379927,0.01,8
2025-12-14,2,SE-M,0.5,hubdemo-persistence,-1.39158629916,0.01,8
2025-12-14,2,SE-M,0.75,intercept,-5.0666644,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-damped4,0,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-exptrend4,0,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-linear4,0,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-mean3,0,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-mean6,6.8,0.1,8
2025-12-14,2,SE-M,0.75,hubdemo-persistence,0,0.1,8
2025-12-14,2,SE-M,0.9,intercept,-4.09534743239,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-damped4,0,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-exptrend4,-0.268676499386,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-linear4,0,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-mean3,0,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-mean6,5.79224890685,0.01,8
2025-12-14,2,SE-M,0.9,hubdemo-persistence,1.16579631763,0.01,8
2025-12-14,2,SE-M,0.975,intercept,-1.35714640816,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-damped4,0,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-exptrend4,0,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-linear4,0,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-mean3,0,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-mean6,6.21428660204,0.01,8
2025-12-14,2,SE-M,0.975,hubdemo-persistence,0,0.01,8
2025-12-21,2,SE-M,0.025,intercept,4,1,9
2025-12-21,2,SE-M,0.025,hubdemo-damped4,0,1,9
2025-12-21,2,SE-M,0.025,hubdemo-exptrend4,0,1,9
2025-12-21,2,SE-M,0.025,hubdemo-linear4,0,1,9
2025-12-21,2,SE-M,0.025,hubdemo-mean3,0,1,9
2025-12-21,2,SE-M,0.025,hubdemo-mean6,0,1,9
2025-12-21,2,SE-M,0.025,hubdemo-persistence,0,1,9
2025-12-21,2,SE-M,0.1,intercept,-9.08273160495,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-damped4,0,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-exptrend4,0.252682131515,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-linear4,-2.99650687118,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-mean3,4.34551769136,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-mean6,7.26233527807,0.001,9
2025-12-21,2,SE-M,0.1,hubdemo-persistence,0,0.001,9
2025-12-21,2,SE-M,0.25,intercept,-8.42699053949,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-damped4,-0.452671809075,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-exptrend4,0,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-linear4,-2.35852950907,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-mean3,5.02008816103,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-mean6,6.43869083844,0.01,9
2025-12-21,2,SE-M,0.25,hubdemo-persistence,0,0.01,9
2025-12-21,2,SE-M,0.5,intercept,-5.04313692872,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-damped4,0,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-exptrend4,0.431442851499,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-linear4,-4.807830586,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-mean3,0,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-mean6,8.98289612688,0.01,9
2025-12-21,2,SE-M,0.5,hubdemo-persistence,4.92670213492,0.01,9
2025-12-21,2,SE-M,0.75,intercept,-4.09534743239,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-damped4,0,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-exptrend4,-0.268676499386,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-linear4,0,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-mean3,0,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-mean6,5.79224890685,0.1,9
2025-12-21,2,SE-M,0.75,hubdemo-persistence,1.16579631763,0.1,9
2025-12-21,2,SE-M,0.9,intercept,-10.4500927279,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-damped4,0,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-exptrend4,-0.43780097912,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-linear4,0,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-mean3,0,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-mean6,11.3267300871,0.01,9
2025-12-21,2,SE-M,0.9,hubdemo-persistence,0.640687373531,0.01,9
2025-12-21,2,SE-M,0.975,intercept,-10.4500927279,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-damped4,0,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-exptrend4,-0.43780097912,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-linear4,0,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-mean3,0,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-mean6,11.3267300871,0.01,9
2025-12-21,2,SE-M,0.975,hubdemo-persistence,0.640687373531,0.01,9
2025-12-28,2,SE-M,0.025,intercept,4,1,10
2025-12-28,2,SE-M,0.025,hubdemo-damped4,0,1,10
2025-12-28,2,SE-M,0.025,hubdemo-exptrend4,0,1,10
2025-12-28,2,SE-M,0.025,hubdemo-linear4,0,1,10
2025-12-28,2,SE-M,0.025,hubdemo-mean3,0,1,10
2025-12-28,2,SE-M,0.025,hubdemo-mean6,0,1,10
2025-12-28,2,SE-M,0.025,hubdemo-persistence,0,1,10
2025-12-28,2,SE-M,0.1,intercept,-23.7472462618,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-damped4,0,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-exptrend4,4.55902442705,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-linear4,-10.4644519013,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-mean3,-11.7033486199,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-mean6,23.7084758988,0.001,10
2025-12-28,2,SE-M,0.1,hubdemo-persistence,7.91269998185,0.001,10
2025-12-28,2,SE-M,0.25,intercept,-23.7472462618,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-damped4,0,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-exptrend4,4.55902442705,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-linear4,-10.4644519013,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-mean3,-11.7033486199,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-mean6,23.7084758988,0.001,10
2025-12-28,2,SE-M,0.25,hubdemo-persistence,7.91269998185,0.001,10
2025-12-28,2,SE-M,0.5,intercept,-13.2649521746,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-damped4,0,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-exptrend4,3.76185257388,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-linear4,-11.0354381525,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-mean3,-16.3562044818,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-mean6,28.9049580004,0.001,10
2025-12-28,2,SE-M,0.5,hubdemo-persistence,10.3912536564,0.001,10
2025-12-28,2,SE-M,0.75,intercept,-12.1496031305,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-damped4,0,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-exptrend4,-0.406585212017,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-linear4,0,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-mean3,0,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-mean6,10.305215781,0.01,10
2025-12-28,2,SE-M,0.75,hubdemo-persistence,1.45571393957,0.01,10
2025-12-28,2,SE-M,0.9,intercept,-10.1428620653,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-damped4,0,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-exptrend4,0,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-linear4,0,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-mean3,0,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-mean6,11.485714942,0.1,10
2025-12-28,2,SE-M,0.9,hubdemo-persistence,0,0.1,10
2025-12-28,2,SE-M,0.975,intercept,-10.0176846176,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-damped4,0,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-exptrend4,-0.0562574146488,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-linear4,0,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-mean3,0,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-mean6,11.5640793713,0.01,10
2025-12-28,2,SE-M,0.975,hubdemo-persistence,0,0.01,10
2026-01-04,2,SE-M,0.025,intercept,4,1,11
2026-01-04,2,SE-M,0.025,hubdemo-damped4,0,1,11
2026-01-04,2,SE-M,0.025,hubdemo-exptrend4,0,1,11
2026-01-04,2,SE-M,0.025,hubdemo-linear4,0,1,11
2026-01-04,2,SE-M,0.025,hubdemo-mean3,0,1,11
2026-01-04,2,SE-M,0.025,hubdemo-mean6,0,1,11
