reference_date,target_end_date,target,horizon,location,location_name,forecast_kind,observed_value,qra_wis,baseline_wis,wis_difference,wis_skill,qra_covered_50,baseline_covered_50,qra_covered_80,baseline_covered_80,qra_covered_95,baseline_covered_95,outcome_data_version
2025-12-28,2026-01-04,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,190,37.2383585872,75.502755665,-38.2643970778,0.506794708892,true,false,true,false,true,false,2026-08-25T00:00:00Z
2026-01-04,2026-01-11,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,126,67.0851415994,11.479971129,55.6051704704,-4.84366814564,false,true,false,true,true,true,2026-08-25T00:00:00Z
2026-01-11,2026-01-18,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,130,150.80551563,10.9576491703,139.84786646,-12.7625792984,false,true,false,true,true,true,2026-08-25T00:00:00Z
2026-01-18,2026-01-25,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,133,24.8725449727,11.426951524,13.4455934487,-1.17665620795,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-01-25,2026-02-01,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,189,99.2489192626,17.5028600555,81.7460592071,-4.6704400851,false,false,false,true,false,true,2026-08-25T00:00:00Z
2026-02-01,2026-02-08,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,215,121.243684548,44.8736674252,76.3700171228,-1.70188935973,false,false,false,false,false,true,2026-08-25T00:00:00Z
2026-02-08,2026-02-15,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,224,19.3287838313,36.3049646502,-16.9761808189,0.467599431165,true,false,true,false,true,true,2026-08-25T00:00:00Z
2026-02-15,2026-02-22,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,188,18.7510135773,10.100000447,8.6510131303,-0.856535915587,false,true,true,true,true,true,2026-08-25T00:00:00Z
2026-02-22,2026-03-01,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,156,36.9661093669,23.0749793908,13.8911299761,-0.601999669895,false,false,true,true,true,true,2026-08-25T00:00:00Z
2026-03-01,2026-03-08,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,70,70.728707009,97.8735173636,-27.1448103546,0.277345814126,false,false,true,false,true,false,2026-08-25T00:00:00Z
2026-03-08,2026-03-15,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,30,68.7160332484,118.190304738,-49.4742714896,0.418598391799,false,false,true,false,true,false,2026-08-25T00:00:00Z
2026-03-15,2026-03-22,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,25,49.9897905209,71.5224003058,-21.5326097849,0.301061061889,false,false,true,false,true,false,2026-08-25T00:00:00Z
2026-03-22,2026-03-29,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,17,14.1697874371,32.341377389,-18.1715899519,0.561868152161,true,false,true,false,true,true,2026-08-25T00:00:00Z
2026-03-29,2026-04-05,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,11,8.63550058267,12.5894263425,-3.95392575983,0.314067190376,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-04-05,2026-04-12,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,9,9.03300284792,9.23689664118,-0.20389379326,0.0220738415921,true,true,true,true,true,true,2026-08-25T00:00:00Z
